Attrition,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction
No,Divorced,5304,25275,7,Y,No,23,4,4
No,Single,2642,2755,1,Y,No,11,3,3
Yes,Divorced,2759,20366,6,Y,Yes,12,3,4
No,Married,6804,23683,3,Y,No,18,3,3
No,Single,6142,7360,3,Y,No,11,3,4
No,Married,2500,4344,1,Y,No,14,3,4
No,Married,6389,18767,9,Y,No,15,3,3
No,Married,11103,20420,7,Y,No,11,3,3
No,Single,2342,22929,0,Y,Yes,20,4,4
No,Single,6811,23398,8,Y,No,19,3,1
No,Divorced,2297,17967,1,Y,No,14,3,4
No,Single,2450,10919,2,Y,No,17,3,4
No,Divorced,5093,4761,2,Y,No,11,3,1
No,Married,5309,21146,1,Y,No,15,3,4
No,Married,3057,20471,6,Y,Yes,13,3,2
No,Divorced,5121,4187,3,Y,No,14,3,3
No,Married,16856,10084,1,Y,No,11,3,1
Yes,Single,2686,5207,1,Y,Yes,13,3,3
No,Single,6180,22807,1,Y,No,23,4,2
No,Single,6632,12388,0,Y,No,13,3,1
No,Single,3505,19630,1,Y,No,18,3,4
Yes,Single,6397,10339,4,Y,Yes,12,3,4
No,Single,6274,18686,1,Y,No,22,4,3
Yes,Married,19859,21199,5,Y,Yes,13,3,4
No,Single,7587,14229,1,Y,No,15,3,2
No,Married,4258,26589,0,Y,No,18,3,1
No,Divorced,4364,5288,3,Y,No,14,3,1
No,Married,4335,25549,4,Y,No,12,3,1
Yes,Single,5326,3064,6,Y,No,17,3,3
No,Single,3280,13551,2,Y,No,16,3,3
No,Divorced,5485,22670,9,Y,Yes,11,3,2
No,Married,4342,24008,0,Y,No,19,3,2
No,Divorced,2782,19905,0,Y,Yes,13,3,2
No,Single,5980,26085,6,Y,Yes,12,3,4
No,Single,4381,7530,1,Y,No,11,3,3
No,Married,2572,20317,1,Y,No,16,3,2
No,Married,3833,24375,3,Y,No,21,4,3
No,Married,4244,9931,1,Y,No,24,4,4
No,Married,6500,13305,5,Y,No,17,3,2
No,Divorced,18430,16225,1,Y,No,13,3,2
Yes,Married,1601,3445,1,Y,Yes,21,4,3
No,Divorced,2694,26551,1,Y,No,11,3,3
No,Married,3149,21821,8,Y,No,20,4,2
No,Married,17639,6881,5,Y,No,16,3,4
Yes,Married,2319,6689,1,Y,Yes,11,3,4
No,Married,11691,25995,0,Y,No,11,3,4
Yes,Single,5324,26507,5,Y,No,15,3,3
No,Married,16752,12982,1,Y,Yes,11,3,3
No,Married,5228,23361,0,Y,No,15,3,1
No,Married,2700,23779,1,Y,No,24,4,3
Yes,Single,19246,25761,7,Y,Yes,12,3,4
No,Single,2506,13301,3,Y,No,13,3,3
No,Married,6062,4051,9,Y,Yes,13,3,4
Yes,Single,4382,16374,6,Y,No,17,3,4
No,Married,2143,25527,4,Y,No,13,3,2
No,Married,6162,19124,1,Y,No,12,3,3
No,Single,5094,11983,6,Y,No,14,3,4
No,Single,6877,20234,5,Y,Yes,24,4,2
No,Single,2274,6153,1,Y,No,14,3,4
No,Married,4434,11806,1,Y,No,13,3,4
No,Divorced,6288,4284,2,Y,No,15,3,3
No,Single,2553,8306,1,Y,No,16,3,3
Yes,Married,7654,5860,1,Y,No,18,3,1
Yes,Single,5160,21519,4,Y,No,16,3,3
No,Married,17159,5200,6,Y,No,24,4,3
No,Divorced,12808,8842,1,Y,Yes,16,3,2
No,Single,10221,18869,3,Y,No,21,4,2
No,Married,4779,3698,1,Y,Yes,20,4,1
No,Married,3737,2243,0,Y,No,19,3,3
Yes,Married,2366,20898,1,Y,Yes,14,3,1
No,Married,1706,16571,1,Y,No,11,3,3
No,Married,16307,5594,2,Y,No,14,3,3
No,Single,5933,5197,9,Y,No,12,3,4
No,Single,3424,21632,7,Y,No,13,3,3
No,Divorced,4037,21816,1,Y,No,22,4,1
No,Single,2559,17852,1,Y,No,11,3,4
No,Married,6201,2823,1,Y,Yes,14,3,4
No,Divorced,4403,9250,2,Y,No,11,3,3
No,Divorced,3761,2373,9,Y,No,12,3,2
No,Married,10934,20715,7,Y,Yes,18,3,4
No,Divorced,10761,19239,4,Y,Yes,12,3,3
No,Married,5175,22162,5,Y,No,12,3,3
No,Married,13826,19028,3,Y,No,22,4,3
No,Divorced,6334,24558,4,Y,No,19,3,4
No,Divorced,4936,23965,1,Y,No,13,3,4
No,Married,4775,19146,6,Y,No,22,4,1
No,Married,2818,5044,2,Y,Yes,24,4,3
No,Single,2515,9068,5,Y,Yes,14,3,4
No,Married,2342,8635,0,Y,No,21,4,3
No,Married,4194,14363,1,Y,Yes,18,3,4
No,Married,10685,23457,1,Y,Yes,20,4,2
Yes,Divorced,2022,16612,1,Y,Yes,19,3,1
No,Divorced,2314,9148,0,Y,No,12,3,2
No,Married,4256,18154,1,Y,No,12,3,1
No,Married,3580,10554,2,Y,No,16,3,2
No,Married,3162,10778,0,Y,No,17,3,4
No,Married,6524,8891,1,Y,No,14,3,4
No,Married,2899,12102,0,Y,No,19,3,4
No,Married,5231,23726,2,Y,Yes,13,3,2
No,Married,2356,14871,3,Y,Yes,19,3,2
Yes,Divorced,2800,23522,6,Y,Yes,19,3,3
No,Married,11836,22789,5,Y,No,14,3,3
No,Married,10903,9129,3,Y,No,16,3,1
No,Married,2973,21222,5,Y,No,15,3,2
No,Single,14275,20206,6,Y,No,18,3,3
No,Married,5562,21782,4,Y,No,13,3,2
No,Married,4537,17783,0,Y,Yes,22,4,1
No,Single,7642,4814,1,Y,Yes,13,3,4
No,Divorced,17924,4544,1,Y,No,11,3,4
No,Married,5204,7790,8,Y,No,11,3,3
No,Divorced,2277,22650,3,Y,Yes,11,3,3
Yes,Single,2795,18016,1,Y,Yes,24,4,3
No,Divorced,2532,6054,6,Y,No,14,3,3
No,Married,2559,7508,1,Y,Yes,13,3,4
No,Single,4908,24252,1,Y,No,14,3,2
Yes,Divorced,2380,13384,9,Y,Yes,14,3,4
No,Divorced,4765,23814,4,Y,No,21,4,3
Yes,Single,2044,22052,1,Y,No,13,3,4
Yes,Single,2693,8870,1,Y,No,19,3,1
No,Married,6586,4821,0,Y,Yes,17,3,1
No,Single,3294,13137,1,Y,Yes,18,3,1
Yes,Married,4171,10022,0,Y,Yes,19,3,1
Yes,Divorced,2778,17725,4,Y,Yes,13,3,3
No,Divorced,2377,9834,5,Y,No,18,3,2
Yes,Married,2404,4303,7,Y,Yes,21,4,4
No,Single,2318,17808,1,Y,No,19,3,3
No,Divorced,2008,6896,1,Y,No,14,3,2
No,Single,6244,7824,7,Y,No,17,3,1
No,Single,2799,3339,3,Y,Yes,11,3,2
No,Divorced,10552,9255,2,Y,Yes,13,3,4
No,Married,2329,11737,3,Y,No,15,3,2
No,Married,4014,19170,1,Y,Yes,25,4,4
No,Married,7403,22477,4,Y,No,11,3,3
No,Married,2259,5543,4,Y,No,17,3,1
No,Married,6932,24406,1,Y,No,13,3,4
No,Single,4678,23293,2,Y,No,18,3,3
No,Married,13582,16292,1,Y,No,13,3,2
No,Married,2332,3974,6,Y,No,20,4,3
Yes,Married,2413,18798,1,Y,Yes,18,3,3
No,Divorced,9705,20652,2,Y,No,12,3,2
No,Single,4294,11148,1,Y,No,12,3,2
No,Single,4721,3119,2,Y,Yes,13,3,3
No,Single,2519,12287,4,Y,No,21,4,3
Yes,Single,2121,9947,1,Y,Yes,13,3,2
Yes,Single,2973,13008,1,Y,No,19,3,2
No,Married,5855,17369,0,Y,Yes,11,3,3
No,Divorced,3617,25063,8,Y,Yes,14,3,4
No,Married,6725,13554,1,Y,No,12,3,3
Yes,Married,10325,5518,1,Y,Yes,11,3,1
No,Single,6949,12291,0,Y,No,14,3,1
Yes,Married,10609,14922,5,Y,No,11,3,3
No,Married,4447,23163,1,Y,No,12,3,2
No,Married,2157,18203,1,Y,No,15,3,2
No,Married,4601,6179,1,Y,No,16,3,2
No,Married,17099,13829,2,Y,No,15,3,2
Yes,Single,2479,26227,4,Y,No,24,4,1
No,Divorced,14852,13938,6,Y,No,13,3,3
No,Divorced,7264,9977,5,Y,No,11,3,1
No,Single,5666,19899,1,Y,Yes,13,3,2
No,Divorced,7823,6812,6,Y,No,13,3,2
No,Single,7880,2560,0,Y,No,18,3,4
Yes,Single,13194,17071,4,Y,Yes,16,3,4
No,Divorced,5067,6759,1,Y,Yes,19,3,3
No,Divorced,5079,25952,4,Y,No,13,3,4
Yes,Single,2321,10322,0,Y,Yes,22,4,1
No,Single,17444,20489,1,Y,No,11,3,4
Yes,Single,2404,11479,6,Y,Yes,20,4,3
No,Single,3452,17241,3,Y,No,18,3,1
No,Divorced,2270,11005,3,Y,No,14,3,4
No,Divorced,17399,6615,9,Y,No,22,4,3
No,Married,5488,20161,1,Y,Yes,13,3,1
No,Divorced,19419,3735,2,Y,No,17,3,2
No,Married,2811,12086,9,Y,No,14,3,2
No,Married,3633,14039,1,Y,Yes,15,3,3
No,Single,4163,8571,1,Y,Yes,17,3,3
Yes,Married,2132,11539,4,Y,Yes,11,3,2
No,Married,13973,4161,3,Y,Yes,18,3,4
No,Married,2684,12127,0,Y,No,17,3,2
No,Divorced,10845,24208,6,Y,No,13,3,2
No,Divorced,4377,24117,1,Y,No,15,3,2
Yes,Divorced,3743,10074,1,Y,Yes,24,4,4
No,Married,4148,11275,1,Y,No,12,3,3
No,Single,1051,13493,1,Y,No,15,3,4
No,Married,10739,13943,8,Y,No,11,3,3
No,Divorced,10388,6975,1,Y,Yes,11,3,3
No,Married,11416,17802,0,Y,Yes,12,3,3
Yes,Single,2600,18275,1,Y,Yes,15,3,1
Yes,Single,2422,25725,0,Y,No,17,3,1
No,Married,5472,3334,1,Y,No,12,3,2
No,Married,2451,6881,1,Y,No,15,3,1
No,Single,4240,13119,2,Y,No,13,3,4
No,Single,10999,22245,7,Y,No,14,3,2
No,Single,5003,23371,6,Y,No,14,3,2
No,Married,12742,7060,1,Y,No,16,3,3
No,Married,4227,4658,0,Y,No,18,3,2
No,Divorced,3917,9541,1,Y,No,20,4,1
No,Married,18303,7770,6,Y,No,13,3,2
No,Married,2380,20165,4,Y,No,18,3,2
No,Single,13726,21829,3,Y,Yes,13,3,1
Yes,Married,4777,14382,5,Y,No,15,3,1
No,Married,6385,12992,3,Y,Yes,14,3,4
No,Divorced,19973,20284,1,Y,No,22,4,2
No,Single,6861,4981,8,Y,Yes,12,3,3
Yes,Single,4969,21813,8,Y,No,18,3,4
Yes,Married,19845,25846,1,Y,No,15,3,4
No,Married,13320,11737,3,Y,Yes,18,3,3
No,Married,6347,24920,0,Y,No,12,3,1
Yes,Single,2743,8269,1,Y,No,16,3,3
No,Single,10880,5083,1,Y,Yes,13,3,3
No,Single,2342,21437,0,Y,No,19,3,4
No,Married,17650,5404,3,Y,No,13,3,2
No,Single,4025,11135,9,Y,No,12,3,2
No,Divorced,9725,12278,0,Y,No,11,3,4
No,Married,11904,11038,3,Y,Yes,14,3,3
No,Single,2177,8318,1,Y,No,16,3,1
No,Married,7525,23537,2,Y,No,12,3,1
Yes,Divorced,4834,7858,7,Y,No,14,3,2
Yes,Married,2042,15346,6,Y,Yes,14,3,2
No,Married,2220,18410,1,Y,Yes,19,3,4
No,Married,1052,23384,1,Y,No,22,4,2
No,Married,2821,2997,3,Y,No,16,3,1
No,Married,19237,12853,2,Y,Yes,11,3,4
No,Single,4107,13848,3,Y,No,15,3,1
No,Married,8396,22217,1,Y,No,14,3,2
No,Divorced,2007,25265,1,Y,No,13,3,3
No,Divorced,19627,21445,9,Y,No,17,3,4
No,Married,10686,8392,6,Y,No,11,3,2
No,Married,2942,12154,2,Y,No,19,3,2
No,Single,8858,15669,0,Y,No,11,3,2
No,Single,16756,17323,7,Y,No,15,3,2
No,Divorced,10798,5268,5,Y,No,13,3,3
Yes,Single,2323,17205,1,Y,Yes,14,3,2
Yes,Single,1416,17258,1,Y,No,13,3,1
No,Divorced,4615,21029,8,Y,Yes,23,4,1
Yes,Married,2461,10332,9,Y,Yes,12,3,3
Yes,Single,8722,12355,1,Y,No,12,3,1
No,Married,3955,11141,1,Y,No,16,3,1
No,Married,9957,9096,0,Y,No,15,3,3
No,Married,3376,18863,1,Y,No,13,3,3
No,Married,8823,24608,0,Y,No,18,3,1
No,Married,10322,26542,4,Y,No,20,4,4
No,Married,4621,5869,1,Y,No,19,3,4
No,Married,10976,15813,3,Y,No,18,3,2
No,Single,3660,7909,3,Y,No,13,3,4
Yes,Married,10482,2326,9,Y,No,14,3,4
No,Divorced,7119,21214,4,Y,No,15,3,3
Yes,Single,9582,10333,0,Y,Yes,22,4,1
Yes,Single,4508,3129,1,Y,No,22,4,2
No,Divorced,2207,22482,1,Y,No,16,3,4
No,Single,7756,22266,0,Y,No,17,3,3
No,Divorced,6694,24223,2,Y,Yes,14,3,3
Yes,Married,3691,4605,1,Y,Yes,15,3,2
Yes,Divorced,2377,19373,1,Y,No,20,4,3
Yes,Single,2313,2993,4,Y,Yes,20,4,2
No,Married,17665,14399,0,Y,No,17,3,4
Yes,Divorced,2596,7160,1,Y,No,15,3,1
Yes,Single,4728,17251,3,Y,Yes,14,3,4
No,Married,4302,13401,0,Y,No,17,3,3
No,Married,2979,22478,3,Y,No,17,3,4
No,Single,16885,16154,2,Y,No,22,4,3
No,Married,5593,17970,1,Y,No,13,3,4
No,Single,10445,15322,7,Y,No,19,3,4
No,Divorced,8740,5569,0,Y,Yes,14,3,2
No,Divorced,2514,26968,4,Y,No,22,4,1
No,Divorced,7655,8039,0,Y,No,17,3,2
No,Married,17465,15596,3,Y,No,12,3,4
No,Single,7351,20619,7,Y,No,16,3,3
No,Married,10820,11535,8,Y,No,11,3,3
Yes,Divorced,12169,13547,7,Y,No,11,3,4
No,Single,19626,17544,1,Y,No,14,3,1
No,Single,2070,25326,1,Y,Yes,11,3,3
No,Single,6782,8770,9,Y,No,15,3,3
No,Single,7779,23238,2,Y,No,20,4,1
No,Married,2791,21981,0,Y,No,12,3,1
No,Married,3201,19911,0,Y,No,17,3,1
No,Divorced,4968,18500,1,Y,No,11,3,4
No,Married,13120,11879,6,Y,No,17,3,2
No,Single,4033,15834,2,Y,No,11,3,4
No,Divorced,3291,17940,0,Y,No,14,3,4
No,Single,4272,9558,4,Y,No,19,3,1
No,Married,5056,17689,1,Y,Yes,15,3,3
No,Married,2844,6004,1,Y,No,13,3,4
No,Divorced,2703,22088,1,Y,Yes,14,3,4
Yes,Single,1904,13556,1,Y,No,12,3,4
Yes,Single,8224,18385,0,Y,Yes,17,3,1
No,Married,4766,9051,3,Y,Yes,11,3,1
Yes,Married,2610,6233,1,Y,No,12,3,3
No,Divorced,5731,17171,7,Y,No,13,3,3
No,Married,2539,7950,1,Y,No,13,3,3
No,Married,5714,5829,1,Y,No,20,4,1
No,Single,4323,7108,1,Y,No,17,3,2
Yes,Married,7336,11162,1,Y,No,13,3,1
No,Single,13499,13782,9,Y,No,17,3,3
Yes,Single,13758,2447,0,Y,Yes,12,3,2
No,Single,5155,2253,7,Y,No,13,3,4
No,Married,2258,16340,6,Y,No,12,3,2
No,Single,3597,6409,8,Y,No,22,4,4
Yes,Married,2515,22955,1,Y,Yes,11,3,4
No,Married,4420,13421,1,Y,No,22,4,2
No,Married,6578,2706,1,Y,No,18,3,1
No,Married,4422,21203,3,Y,Yes,13,3,4
No,Divorced,10274,19588,2,Y,No,18,3,2
No,Single,5343,25755,0,Y,No,20,4,3
No,Married,2376,26537,1,Y,No,13,3,2
Yes,Single,5346,9489,8,Y,No,13,3,2
No,Divorced,2827,14947,1,Y,No,12,3,3
No,Divorced,19943,18575,4,Y,No,13,3,4
No,Married,3131,26342,1,Y,No,13,3,1
No,Single,2552,7172,1,Y,No,25,4,3
No,Married,4477,20100,4,Y,Yes,19,3,3
No,Married,6474,9961,1,Y,No,13,3,2
No,Single,3033,12828,1,Y,No,12,3,1
Yes,Single,2936,10826,1,Y,Yes,11,3,3
No,Divorced,18606,18640,3,Y,No,18,3,2
No,Married,2168,26933,0,Y,Yes,18,3,1
Yes,Married,2853,4223,0,Y,Yes,11,3,2
No,Married,17048,24097,8,Y,No,23,4,1
No,Single,2290,4279,2,Y,No,13,3,4
No,Married,3600,8429,1,Y,No,13,3,4
Yes,Divorced,2107,20293,6,Y,No,17,3,1
No,Divorced,4115,13192,8,Y,No,19,3,3
No,Married,4327,25440,5,Y,No,12,3,4
No,Married,17856,9490,2,Y,No,22,4,3
No,Married,3196,12449,1,Y,No,12,3,3
No,Married,19081,10849,5,Y,No,11,3,1
No,Married,8966,21026,3,Y,Yes,15,3,4
Yes,Married,2210,3372,1,Y,No,13,3,1
No,Married,4539,4905,1,Y,No,12,3,1
No,Divorced,2741,6865,1,Y,No,14,3,3
No,Divorced,3491,11309,1,Y,No,13,3,1
No,Single,4541,7744,1,Y,No,25,4,2
No,Single,2678,5050,1,Y,No,17,3,4
No,Divorced,7379,17433,2,Y,No,11,3,3
No,Married,6272,12858,7,Y,No,16,3,1
No,Divorced,5220,10893,0,Y,Yes,18,3,2
No,Married,2743,7331,1,Y,No,20,4,3
No,Single,4998,2338,4,Y,Yes,14,3,4
No,Divorced,10252,4235,2,Y,Yes,21,4,3
No,Married,2781,6311,0,Y,No,13,3,2
No,Divorced,6852,11591,7,Y,No,12,3,2
No,Single,4950,20623,0,Y,No,14,3,2
No,Married,3579,9369,0,Y,Yes,21,4,1
No,Married,13191,23281,3,Y,Yes,17,3,3
No,Married,10377,13755,4,Y,Yes,11,3,2
No,Married,2235,14377,1,Y,Yes,14,3,4
No,Divorced,10502,9659,7,Y,No,17,3,1
No,Married,2011,19982,1,Y,No,13,3,4
Yes,Single,1859,6148,1,Y,Yes,25,4,2
No,Divorced,3760,5598,1,Y,No,15,3,1
No,Married,17779,23474,3,Y,No,14,3,1
No,Married,6833,17089,1,Y,Yes,12,3,4
No,Single,6812,17198,1,Y,No,19,3,2
No,Single,5171,16490,5,Y,No,17,3,4
No,Married,19740,18625,3,Y,No,14,3,2
No,Married,18711,12124,2,Y,No,13,3,3
No,Married,3692,9256,1,Y,No,12,3,3
No,Single,2559,16620,5,Y,No,11,3,3
No,Divorced,2517,3208,1,Y,No,11,3,2
No,Divorced,6623,4204,1,Y,Yes,11,3,2
No,Single,18265,8733,6,Y,No,12,3,3
No,Divorced,16124,3423,3,Y,No,14,3,2
No,Married,2585,21643,0,Y,No,17,3,4
No,Married,18213,8751,7,Y,No,11,3,3
No,Divorced,8380,21708,0,Y,Yes,14,3,4
No,Single,2994,21221,1,Y,Yes,12,3,4
No,Married,1223,16901,1,Y,No,22,4,4
Yes,Single,1118,8040,1,Y,Yes,14,3,4
No,Single,2875,9973,1,Y,Yes,20,4,2
Yes,Single,18824,2493,2,Y,Yes,16,3,1
No,Divorced,13577,25592,1,Y,Yes,15,3,4
Yes,Single,2625,25308,1,Y,No,20,4,3
No,Married,18789,9946,2,Y,No,14,3,3
No,Single,4538,6039,0,Y,Yes,12,3,4
No,Divorced,19847,19196,4,Y,Yes,24,4,1
No,Single,10512,20002,6,Y,No,12,3,4
No,Divorced,4444,22534,4,Y,No,13,3,3
No,Single,2154,6842,0,Y,Yes,11,3,3
No,Divorced,19190,17477,1,Y,No,14,3,4
No,Married,4490,21833,4,Y,No,11,3,4
No,Married,3506,6020,0,Y,Yes,14,3,4
No,Married,2372,5628,6,Y,Yes,16,3,4
No,Single,10231,20364,3,Y,No,14,3,4
No,Single,5410,2323,9,Y,Yes,11,3,4
Yes,Married,7978,14075,1,Y,No,11,3,4
No,Married,3867,14222,1,Y,Yes,12,3,2
No,Single,2838,4257,0,Y,No,14,3,2
No,Single,4695,12858,7,Y,Yes,18,3,3
Yes,Divorced,3339,17285,3,Y,Yes,13,3,1
No,Single,2080,4732,2,Y,No,11,3,2
No,Single,2096,18830,1,Y,No,18,3,4
No,Married,6209,11693,1,Y,No,15,3,3
No,Single,18061,13035,3,Y,No,22,4,3
No,Divorced,17123,17334,6,Y,Yes,13,3,4
No,Divorced,2372,26076,1,Y,No,12,3,4
Yes,Married,4883,22845,1,Y,No,18,3,1
Yes,Single,3904,22154,0,Y,No,13,3,1
No,Married,4627,23631,0,Y,No,12,3,1
No,Married,7094,5747,3,Y,No,12,3,1
No,Single,3423,22957,6,Y,No,12,3,3
No,Married,6674,16392,0,Y,No,11,3,1
No,Married,16880,22422,4,Y,Yes,11,3,2
Yes,Single,9094,17235,2,Y,Yes,12,3,3
Yes,Single,8446,21534,9,Y,Yes,19,3,3
No,Married,11916,25927,1,Y,Yes,23,4,4
No,Single,4534,13352,0,Y,No,11,3,1
No,Divorced,9852,8935,1,Y,Yes,19,3,1
No,Single,6151,22074,1,Y,No,13,3,1
Yes,Single,2302,8319,1,Y,Yes,11,3,1
Yes,Married,2362,14669,4,Y,No,12,3,3
No,Married,17861,26582,0,Y,Yes,13,3,4
No,Married,19187,6992,4,Y,No,14,3,4
No,Single,19717,4022,6,Y,No,14,3,1
No,Divorced,3544,8532,9,Y,No,16,3,2
No,Divorced,8500,5494,0,Y,No,11,3,4
No,Single,4661,22455,1,Y,No,13,3,3
No,Divorced,4103,4297,0,Y,No,17,3,4
No,Single,4249,2690,1,Y,Yes,11,3,2
No,Divorced,14026,17588,1,Y,Yes,11,3,2
No,Divorced,6893,19461,3,Y,No,15,3,4
No,Single,6125,23553,1,Y,No,12,3,4
No,Married,3669,9075,3,Y,No,11,3,3
Yes,Married,10008,12023,7,Y,Yes,14,3,4
No,Married,2387,6762,3,Y,No,22,4,3
No,Married,4639,2261,2,Y,No,16,3,4
No,Single,7898,18706,1,Y,No,11,3,3
No,Married,2534,6527,8,Y,No,14,3,2
No,Single,13142,24439,3,Y,No,16,3,2
No,Single,1611,19305,1,Y,No,15,3,3
No,Married,5363,10846,0,Y,No,12,3,2
No,Single,5071,20392,3,Y,No,20,4,2
Yes,Single,13695,9277,6,Y,Yes,17,3,3
No,Married,13402,18235,4,Y,Yes,12,3,1
No,Divorced,2029,15891,1,Y,No,20,4,3
No,Divorced,6377,13888,5,Y,No,20,4,2
No,Married,5429,17491,4,Y,No,13,3,1
Yes,Single,2785,11882,7,Y,No,14,3,3
Yes,Married,4614,23288,0,Y,Yes,18,3,3
No,Divorced,2610,15748,1,Y,No,11,3,4
No,Single,6687,6163,1,Y,No,11,3,4
No,Married,4724,24232,1,Y,No,11,3,3
Yes,Married,6179,21057,1,Y,Yes,15,3,4
No,Married,6120,3567,3,Y,Yes,12,3,4
No,Married,10596,15395,2,Y,No,11,3,2
No,Divorced,5467,13953,3,Y,Yes,14,3,1
No,Married,2996,5182,7,Y,Yes,15,3,4
No,Married,9998,19293,6,Y,No,13,3,1
No,Married,4078,20497,0,Y,Yes,13,3,1
No,Married,10920,3449,3,Y,No,21,4,2
No,Married,6232,12477,2,Y,No,11,3,2
No,Married,13247,9731,2,Y,Yes,11,3,2
No,Single,4081,20003,1,Y,Yes,14,3,1
No,Married,5769,7100,1,Y,Yes,11,3,4
Yes,Single,2394,25681,1,Y,Yes,13,3,4
No,Single,3904,4050,0,Y,No,12,3,4
No,Married,16799,16616,0,Y,No,14,3,3
No,Married,2950,17363,9,Y,No,13,3,3
No,Single,3629,19106,4,Y,No,18,3,1
No,Single,9362,19944,2,Y,No,11,3,3
No,Married,3229,4910,4,Y,No,11,3,2
No,Single,3578,23577,0,Y,No,12,3,4
No,Single,7988,9769,1,Y,No,13,3,1
Yes,Single,4284,22710,3,Y,No,20,4,1
Yes,Single,7553,22930,0,Y,Yes,12,3,1
No,Single,17328,5652,6,Y,No,19,3,4
No,Married,19701,22456,3,Y,Yes,21,4,3
No,Divorced,14732,12414,2,Y,No,13,3,4
No,Single,9278,20763,3,Y,Yes,16,3,4
Yes,Single,1359,16154,1,Y,No,12,3,2
No,Divorced,4779,12761,7,Y,No,14,3,2
No,Single,16422,8847,3,Y,No,11,3,3
No,Divorced,2996,20284,5,Y,No,14,3,3
Yes,Single,1261,22262,1,Y,No,12,3,3
No,Married,2099,7679,0,Y,No,14,3,2
No,Single,5810,22604,1,Y,No,16,3,3
No,Married,5647,13494,4,Y,No,13,3,1
No,Married,3420,10205,7,Y,No,12,3,3
Yes,Married,4400,15182,3,Y,No,12,3,1
No,Single,3500,25470,0,Y,No,14,3,1
No,Married,2066,10494,2,Y,No,22,4,4
No,Married,17169,26703,3,Y,No,19,3,2
No,Married,4162,15211,1,Y,Yes,12,3,3
No,Married,9204,23343,4,Y,No,12,3,3
No,Married,3294,3708,5,Y,No,17,3,1
No,Married,2127,5561,2,Y,Yes,12,3,1
No,Divorced,3975,23099,3,Y,No,11,3,3
No,Divorced,10793,8386,1,Y,No,18,3,1
Yes,Divorced,10096,15986,4,Y,No,11,3,1
Yes,Single,3646,17181,2,Y,Yes,23,4,2
Yes,Single,7446,8931,1,Y,No,11,3,1
No,Divorced,10851,19863,2,Y,Yes,18,3,2
No,Single,2109,24609,9,Y,No,18,3,4
Yes,Married,3722,21081,6,Y,Yes,13,3,3
No,Married,9380,14720,4,Y,Yes,18,3,4
No,Divorced,5486,24795,4,Y,No,11,3,1
Yes,Married,2742,3072,1,Y,No,15,3,4
No,Divorced,13757,25178,2,Y,No,11,3,3
No,Single,8463,23490,0,Y,No,18,3,4
No,Single,3162,7973,3,Y,No,14,3,4
No,Single,16598,19764,4,Y,No,12,3,2
No,Married,6651,21534,2,Y,No,14,3,2
No,Divorced,2345,8045,2,Y,No,14,3,3
No,Single,3420,21158,1,Y,No,13,3,3
No,Married,4373,17456,0,Y,No,14,3,1
No,Single,4759,15891,3,Y,No,18,3,4
No,Married,5301,2939,8,Y,No,15,3,3
No,Single,3673,16458,1,Y,No,13,3,3
No,Married,4768,9282,7,Y,No,12,3,3
No,Divorced,1274,7152,1,Y,No,13,3,2
No,Married,4900,2721,0,Y,No,24,4,1
No,Divorced,10466,20948,3,Y,No,14,3,2
No,Divorced,17007,11929,7,Y,No,14,3,4
Yes,Married,2909,15747,3,Y,No,15,3,4
Yes,Single,5765,17485,5,Y,No,11,3,1
Yes,Single,4599,7815,0,Y,Yes,23,4,3
No,Married,2404,16192,1,Y,No,13,3,1
Yes,Single,3172,16998,2,Y,Yes,11,3,3
No,Married,2033,7103,1,Y,No,13,3,3
No,Single,10209,19719,5,Y,Yes,18,3,2
No,Divorced,8620,23757,1,Y,No,14,3,3
No,Divorced,2064,15428,0,Y,No,21,4,1
No,Married,4035,16143,0,Y,Yes,16,3,2
No,Married,3838,8192,8,Y,No,11,3,4
No,Married,4591,24200,3,Y,Yes,17,3,3
Yes,Single,2561,5355,7,Y,No,11,3,3
No,Divorced,1563,12530,1,Y,No,14,3,4
No,Single,4898,11827,0,Y,No,14,3,4
No,Married,4789,23070,4,Y,No,25,4,1
No,Married,3180,4668,0,Y,No,13,3,3
No,Married,6549,3173,1,Y,No,14,3,2
No,Single,6388,22049,2,Y,Yes,17,3,1
No,Single,11244,21072,2,Y,No,25,4,2
No,Divorced,16032,24456,3,Y,No,20,4,1
Yes,Single,2362,7568,6,Y,No,13,3,3
No,Married,16328,22074,3,Y,No,13,3,3
No,Single,8376,9150,4,Y,No,18,3,4
No,Married,16606,11380,8,Y,No,12,3,4
No,Single,8606,21195,1,Y,No,19,3,4
No,Single,2272,24812,0,Y,No,14,3,2
Yes,Single,2018,21831,3,Y,No,14,3,2
No,Married,7083,12288,1,Y,Yes,14,3,4
Yes,Single,4084,4156,1,Y,No,12,3,1
No,Single,14411,24450,1,Y,Yes,13,3,4
No,Married,2308,4944,0,Y,Yes,25,4,2
No,Married,4841,24052,4,Y,No,14,3,2
No,Married,4285,3031,1,Y,No,17,3,1
No,Married,9715,7288,3,Y,No,13,3,3
No,Single,4320,24152,1,Y,No,13,3,4
No,Married,2132,4585,4,Y,No,20,4,4
